id,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,revenue
6690.0,0.0,0.0,0.0,0.0,10.0,355.0,0.0,0.04,0.0,0.0,May,,4.0,7.0,6.0,Returning_Visitor,0.0,0.0
6691.0,0.0,0.0,0.0,0.0,6.0,44.0,66.666.667,0.1,0.0,0.0,Mar,,2.0,3.0,1.0,Returning_Visitor,0.0,0.0
6692.0,0.0,0.0,0.0,0.0,8.0,97.0,0.0,25,0.0,0.0,Nov,,2.0,3.0,2.0,Returning_Visitor,0.0,1.0
6693.0,3.0,319.4,1.0,,53.0,2.525.307.766,0.0,10.606.061.000.000.000,5.297.841.866,0.0,Jul,,2.0,9.0,4.0,Returning_Visitor,0.0,1.0
6694.0,4.0,57.0,0.0,0.0,5.0,81.0,0.0,25,0.0,0.0,Mar,,1.0,8.0,10.0,Returning_Visitor,0.0,0.0
6695.0,0.0,0.0,0.0,0.0,8.0,650.25,0.0,25,0.0,0.0,Nov,,2.0,1.0,3.0,Returning_Visitor,0.0,0.0
6696.0,0.0,0.0,0.0,0.0,14.0,8.253.333.332.999.990,0.0,0.0,504.111.604,0.0,Aug,,2.0,8.0,4.0,Returning_Visitor,0.0,1.0
6697.0,0.0,0.0,0.0,,171.0,6.793.383.281,77.662.719.999.999.900,23.198.706,23.819.711.580.000.000,0.0,Nov,,2.0,1.0,1.0,Returning_Visitor,0.0,1.0
6698.0,7.0,5.463.636.364,1.0,,67.0,1.336.554.221,0.0,27.327.327,4.148.878.378,0.0,May,,2.0,7.0,4.0,Returning_Visitor,0.0,0.0
6699.0,5.0,77.1,6.0,60.3,5.0,944.8,0.0,15.384.615,0.0,0.0,Sep,2.0,2.0,3.0,2.0,New_Visitor,0.0,0.0
6700.0,4.0,38.0,0.0,0.0,6.0,107.0,6.060.606,42.424.242,0.0,1.0,May,,6.0,2.0,2.0,Returning_Visitor,1.0,0.0
6701.0,1.0,7.0,0.0,0.0,4.0,45.0,0.0,125,0.0,0.0,Mar,,2.0,3.0,1.0,Returning_Visitor,0.0,0.0
6702.0,1.0,7.0,0.0,,7.0,151.5,,25,509.925,0.0,May,,2.0,1.0,1.0,Returning_Visitor,0.0,1.0
6703.0,,298.0,1.0,,14.0,625.0,0.0,125,0.0,0.0,May,1.0,1.0,6.0,2.0,New_Visitor,0.0,0.0
6704.0,,0.0,0.0,,29.0,8.195.892.857.000.000,3.448.276,25.448.823,0.0,0.0,Nov,,2.0,1.0,3.0,Returning_Visitor,0.0,0.0
6705.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,,2.0,1.0,1.0,Returning_Visitor,0.0,0.0
6706.0,0.0,0.0,0.0,0.0,23.0,2.225.288.889,,21.516.165,0.0,0.0,Nov,1.0,1.0,4.0,1.0,Returning_Visitor,0.0,0.0
6707.0,2.0,1668.5,4.0,35.0,18.0,1.372.975,0.0,17.391.304,4.164.625.944,0.0,Dec,,2.0,1.0,6.0,Returning_Visitor,0.0,1.0
6708.0,4.0,60.4,0.0,,11.0,572.6,0.0,13.333.333,0.0,0.0,Oct,2.0,2.0,7.0,4.0,Returning_Visitor,1.0,0.0
6709.0,8.0,133.4,0.0,0.0,38.0,2.666.066.667,2.272.727,16.576.478.999.999.900,1.706.291.074,0.0,Dec,,1.0,4.0,2.0,Returning_Visitor,0.0,0.0
6710.0,1.0,22.2,0.0,0.0,9.0,348.54,,5.194.805,161.722.885,0.0,Nov,,2.0,3.0,3.0,Returning_Visitor,0.0,1.0
6711.0,,0.0,0.0,0.0,24.0,4.093.030.303.000.000,8.333.333,23.611.111,0.0,0.6,May,,2.0,3.0,3.0,Returning_Visitor,0.0,0.0
6712.0,,0.0,0.0,0.0,3.0,24.0,66.666.667,133.333.333,0.0,0.0,Mar,,2.0,3.0,1.0,Returning_Visitor,1.0,0.0
6713.0,,0.0,0.0,0.0,7.0,205.5,28.571.429,38.095.238,0.0,0.0,Nov,,2.0,3.0,13.0,Returning_Visitor,1.0,0.0
6714.0,5.0,7.933.333.333,3.0,2.420.555.556,17.0,1.142.816.919,6.818.182,18.519.814,6.216.886.364,0.0,Mar,,2.0,6.0,2.0,Returning_Visitor,0.0,0.0
6715.0,4.0,80.6,0.0,0.0,39.0,6.394.933.333,0.0,5,0.0,0.0,Nov,,2.0,1.0,20.0,Returning_Visitor,0.0,0.0
6716.0,,32.1,1.0,75.0,88.0,3.827.753.571,0.0,7.269.504,255.191.489,0.0,May,,2.0,7.0,6.0,Returning_Visitor,0.0,0.0
6717.0,0.0,0.0,0.0,0.0,4.0,132.5,175,183.333.333,0.0,0.0,Nov,,2.0,4.0,13.0,Returning_Visitor,1.0,0.0
6718.0,0.0,0.0,1.0,0.0,31.0,751.0,3.125,421.875,0.0,0.0,Dec,,2.0,1.0,6.0,Returning_Visitor,1.0,0.0
6719.0,5.0,53.0,1.0,97.0,66.0,4.891.972.222,0.0,2.159.624,0.0,0.0,Mar,,2.0,8.0,1.0,Returning_Visitor,0.0,0.0
6720.0,0.0,0.0,0.0,0.0,13.0,443.0,30.769.231,53.846.154.000.000.000,0.0,0.0,Nov,,5.0,1.0,1.0,Returning_Visitor,0.0,0.0
6721.0,2.0,105.75,0.0,0.0,19.0,1.124.888.889,10.526.316,28.229.665,0.0,0.0,Nov,,2.0,9.0,2.0,Returning_Visitor,1.0,0.0
6722.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Feb,,1.0,,3.0,Returning_Visitor,0.0,0.0
6723.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,Oct,,2.0,2.0,5.0,Returning_Visitor,0.0,0.0
6724.0,0.0,0.0,0.0,0.0,7.0,136.75,0.0,38.095.238,0.0,0.0,Dec,3.0,2.0,9.0,6.0,Returning_Visitor,0.0,0.0
6725.0,8.0,130.0,1.0,18.0,19.0,298.0,0.0,16.666.667,1.966.818.546,0.0,Mar,,2.0,3.0,1.0,Returning_Visitor,1.0,0.0
6726.0,4.0,9.933.333.333,1.0,,40.0,2.011.966.667,,23.484.848,9.869.649.371,0.0,Oct,,2.0,1.0,20.0,Returning_Visitor,0.0,1.0
6727.0,0.0,0.0,0.0,,6.0,1054.3,66.666.667,0.1,0.0,0.0,Jul,2.0,12.0,6.0,3.0,Returning_Visitor,0.0,0.0
6728.0,0.0,0.0,0.0,0.0,84.0,2.197.780.952,1.031.746,,0.0,0.0,Nov,,1.0,3.0,2.0,Returning_Visitor,0.0,1.0
6729.0,0.0,0.0,0.0,0.0,9.0,7.195.833.332.999.990,,55.555.556,0.0,0.0,Nov,,4.0,4.0,2.0,Returning_Visitor,0.0,0.0
6730.0,0.0,0.0,0.0,0.0,3.0,117.0,66.666.667,0.1,0.0,0.0,May,,2.0,1.0,11.0,Returning_Visitor,0.0,0.0
6731.0,1.0,33.5,1.0,,28.0,1421.25,4.597.701,40.229.885,0.0,0.0,Dec,2.0,2.0,1.0,1.0,Returning_Visitor,1.0,0.0
6732.0,0.0,0.0,0.0,0.0,4.0,110.0,0.0,0.05,0.0,0.0,May,,4.0,3.0,1.0,Returning_Visitor,0.0,0.0
6733.0,2.0,95.0,0.0,0.0,15.0,449.5,125,4.375,0.0,0.0,Mar,,2.0,4.0,1.0,Returning_Visitor,0.0,0.0
6734.0,,346.0,1.0,,29.0,1.107.216.667,6.060.606,6.700.972,6.991.439.226,0.0,Nov,2.0,2.0,5.0,2.0,Returning_Visitor,0.0,0.0
6735.0,1.0,4.0,0.0,,39.0,9.831.388.889,15.384.615,17.599.068,0.0,0.0,Nov,,2.0,6.0,3.0,Returning_Visitor,0.0,0.0
6736.0,10.0,312.0,0.0,0.0,18.0,782.5,0.0,2.105.263,0.0,0.0,May,,2.0,1.0,18.0,Returning_Visitor,1.0,0.0
6737.0,,284.2,0.0,0.0,22.0,2366.6,36.000.000.000.000.000,64,0.0,0.0,Oct,1.0,1.0,8.0,1.0,Returning_Visitor,1.0,0.0
6738.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.1,0.0,0.0,Mar,,2.0,1.0,3.0,Returning_Visitor,1.0,0.0
6739.0,0.0,0.0,0.0,,10.0,4.286.666.667,,,36.256,0.4,May,,2.0,5.0,2.0,New_Visitor,0.0,1.0
6740.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,,1.0,1.0,5.0,Returning_Visitor,0.0,0.0
6741.0,0.0,0.0,0.0,0.0,18.0,644.125,625,21.924.603,0.0,0.0,Mar,,2.0,3.0,10.0,Returning_Visitor,0.0,0.0
6742.0,10.0,2.184.027.778,0.0,0.0,27.0,8.977.837.302.000.000,6.060.606,19.805.195,4.892.856.443,0.0,Dec,,2.0,,3.0,Returning_Visitor,0.0,0.0
6743.0,0.0,0.0,0.0,,5.0,71.0,0.0,0.04,0.0,0.0,May,,1.0,1.0,2.0,Returning_Visitor,1.0,0.0
6744.0,0.0,0.0,0.0,0.0,3.0,181.0,66.666.667,0.1,0.0,0.0,Dec,2.0,2.0,3.0,2.0,Returning_Visitor,0.0,0.0
6745.0,5.0,68.0,0.0,,36.0,818.5,7.894.736.999.999.990,28.070.175,0.0,0.8,May,,2.0,1.0,3.0,Returning_Visitor,0.0,0.0
6746.0,6.0,214.0,0.0,,27.0,8.301.041.667.000.000,0.0,21.428.571,0.0,0.0,Dec,,1.0,2.0,2.0,Returning_Visitor,0.0,0.0
6747.0,0.0,0.0,0.0,0.0,6.0,212.0,26.666.667,3.968.254,0.0,0.0,Mar,,2.0,3.0,1.0,Returning_Visitor,0.0,0.0
6748.0,,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,2.0,2.0,2.0,3.0,Returning_Visitor,0.0,0.0
6749.0,0.0,0.0,0.0,,10.0,35.755.555.560.000.000,0.0,22.222.222.000.000.000,0.0,0.0,Dec,,8.0,3.0,11.0,New_Visitor,0.0,0.0
6750.0,2.0,116.8,0.0,,5.0,170.4,0.0,,8.806.848.401,0.0,Nov,,2.0,7.0,2.0,New_Visitor,0.0,1.0
6751.0,7.0,1.281.666.667,1.0,41.0,89.0,2.213.819.048,13.541.667,,936.979.167,0.4,May,,2.0,1.0,6.0,Returning_Visitor,0.0,0.0
6752.0,0.0,0.0,0.0,,9.0,166.12,0.0,22.222.222.000.000.000,0.0,0.0,Jul,,2.0,1.0,1.0,Returning_Visitor,0.0,0.0
6753.0,9.0,417.25,0.0,0.0,42.0,9.222.083.332.999.990,0.0,24.074.074,0.0,1.0,May,4.0,1.0,1.0,3.0,Returning_Visitor,1.0,0.0
6754.0,,98.4,0.0,0.0,16.0,15.633.333.330.000.000,0.0,7.843.137,0.0,0.0,Oct,,2.0,3.0,1.0,Returning_Visitor,0.0,0.0
6755.0,0.0,0.0,1.0,212.5,21.0,1198.75,0.0,3.174.603,0.0,0.0,Mar,2.0,4.0,7.0,2.0,Returning_Visitor,0.0,0.0
6756.0,5.0,2.416.666.667,5.0,,38.0,1.054.944.444,10.869.565,14.565.217,8.224.168.543,0.0,Mar,2.0,4.0,3.0,2.0,Returning_Visitor,1.0,0.0
6757.0,0.0,0.0,0.0,,29.0,7.388.861.111,,2.469.136,0.0,0.0,Dec,3.0,2.0,6.0,2.0,Returning_Visitor,1.0,0.0
6758.0,0.0,0.0,0.0,,2.0,0.0,,0.2,0.0,0.0,Feb,,3.0,1.0,3.0,Returning_Visitor,0.0,0.0
6759.0,0.0,0.0,0.0,0.0,11.0,194.0,0.0,18.181.818,0.0,0.0,Mar,,2.0,6.0,1.0,Returning_Visitor,0.0,0.0
6760.0,2.0,40.0,0.0,0.0,5.0,558.5,0.0,28.571.429,0.0,0.0,Mar,,2.0,7.0,2.0,New_Visitor,1.0,0.0
6761.0,,0.0,0.0,,1.0,0.0,,0.2,0.0,0.0,Mar,2.0,5.0,5.0,1.0,Returning_Visitor,0.0,0.0
6762.0,0.0,0.0,0.0,0.0,45.0,1682.25,26.666.667,57.777.778,0.0,0.0,Nov,2.0,2.0,4.0,1.0,Returning_Visitor,0.0,0.0
6763.0,0.0,0.0,0.0,0.0,5.0,226.0,8.666.666.699.999.990,133.333.333,0.0,0.0,May,,1.0,1.0,1.0,Returning_Visitor,0.0,0.0
6764.0,,0.0,0.0,0.0,39.0,1.159.541.667,125,3.125,0.0,0.0,Nov,,2.0,6.0,2.0,Returning_Visitor,1.0,1.0
6765.0,3.0,130.5,0.0,,24.0,876.55,3.076.923,18.034.188,0.0,0.0,Nov,,1.0,1.0,8.0,Returning_Visitor,0.0,0.0
6766.0,0.0,0.0,0.0,0.0,62.0,2232.45,,39.726.776,0.0,0.4,May,,2.0,6.0,4.0,Returning_Visitor,0.0,0.0
6767.0,4.0,52.5,0.0,,11.0,463.5,0.0,7.692.308,0.0,0.0,Nov,,2.0,6.0,11.0,New_Visitor,1.0,0.0
6768.0,0.0,0.0,0.0,,16.0,641.5,0.0,375,0.0,0.0,May,,1.0,7.0,1.0,Returning_Visitor,0.0,0.0
6769.0,0.0,0.0,0.0,0.0,51.0,1.424.866.667,4.081.633,20.779.221,0.0,0.6,May,,2.0,4.0,1.0,Returning_Visitor,0.0,0.0
6770.0,7.0,111.0,2.0,5.0,131.0,5.396.264.881,,13.640.873,7.513.426.372,0.0,Nov,2.0,1.0,1.0,2.0,Returning_Visitor,0.0,1.0
6771.0,,81.5,0.0,,61.0,2.202.579.167.000.000,5.797.101,17.153.855,0.0,0.0,Mar,2.0,2.0,1.0,1.0,Returning_Visitor,0.0,0.0
6772.0,0.0,0.0,0.0,,1.0,0.0,0.2,,0.0,0.0,Nov,,2.0,7.0,20.0,Returning_Visitor,0.0,0.0
6773.0,,0.0,2.0,4.0,45.0,2.984.130.952,42.553.190.000.000.000,2.141.844,0.0,0.0,Nov,,2.0,1.0,1.0,Returning_Visitor,0.0,0.0
6774.0,0.0,0.0,0.0,0.0,10.0,154.5,0.0,0.01,0.0,0.2,May,,2.0,3.0,13.0,New_Visitor,0.0,0.0
6775.0,1.0,9.0,0.0,0.0,11.0,269.96,0.0,6.666.666.999.999.990,0.0,0.0,Jul,,2.0,3.0,4.0,Returning_Visitor,0.0,0.0
6776.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,,2.0,3.0,1.0,Returning_Visitor,0.0,0.0
6777.0,,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,,2.0,1.0,1.0,Returning_Visitor,0.0,0.0
6778.0,0.0,0.0,0.0,0.0,7.0,383.5,0.0,,0.0,0.0,Mar,,2.0,6.0,3.0,Returning_Visitor,0.0,0.0
6779.0,6.0,9.257.142.857,1.0,793.8,38.0,2.436.605.534,0.0,35.895.135,2.731.414.742,0.0,Jul,,10.0,1.0,2.0,Returning_Visitor,0.0,0.0
6780.0,0.0,0.0,0.0,,33.0,1.475.254.167,0.0,15.530.303,9.429.362.483,0.0,Nov,,2.0,4.0,2.0,Returning_Visitor,1.0,0.0
6781.0,,279.5,0.0,,14.0,3.135.833.333,0.0,,0.0,0.0,Nov,,1.0,1.0,2.0,New_Visitor,0.0,0.0
6782.0,0.0,0.0,2.0,,28.0,1085.25,0.0,0.01,0.0,0.0,Dec,,2.0,1.0,11.0,New_Visitor,0.0,1.0
6783.0,,7.108.333.333,0.0,0.0,24.0,1.249.708.333,,5.128.205,5.228.491.058,0.0,Dec,,2.0,3.0,2.0,New_Visitor,0.0,1.0
6784.0,5.0,5.952.777.778,3.0,124.25,156.0,5.189.960.659,1.234.568,8.928.986,2.050.963.783,0.0,Nov,,2.0,7.0,1.0,Returning_Visitor,0.0,1.0
6785.0,,0.0,0.0,0.0,2.0,27.0,0.15,0.15,0.0,0.0,Feb,1.0,1.0,7.0,2.0,Returning_Visitor,0.0,0.0
6786.0,0.0,0.0,1.0,,85.0,1.736.447.368,30.690.540.000.000.000,39.989.226,0.0,0.6,May,,2.0,2.0,2.0,Returning_Visitor,0.0,0.0
6787.0,5.0,1.399.833.333,0.0,0.0,27.0,6.778.833.333,0.0,6.060.606,0.0,0.0,Dec,,2.0,1.0,2.0,New_Visitor,1.0,0.0
6788.0,5.0,120.0,1.0,,27.0,15.835.961.539.999.900,0.0,28.282.828,3.963.270.309,0.0,Mar,,2.0,4.0,2.0,Returning_Visitor,0.0,0.0
6789.0,0.0,0.0,0.0,0.0,19.0,6.200.333.333,,7.894.736.999.999.990,0.0,0.0,Feb,,1.0,4.0,2.0,Returning_Visitor,0.0,0.0
6790.0,0.0,0.0,0.0,0.0,19.0,6.217.266.667,10.526.316,24.035.088,0.0,0.0,Jul,,1.0,1.0,2.0,Returning_Visitor,0.0,0.0
6791.0,1.0,22.75,0.0,,1.0,0.0,0.0,66.666.667,0.0,0.0,Dec,,1.0,1.0,8.0,New_Visitor,0.0,1.0
6792.0,0.0,0.0,0.0,0.0,11.0,304.0,0.0,18.181.818,0.0,0.0,May,2.0,2.0,3.0,4.0,Returning_Visitor,0.0,0.0
6793.0,,0.0,0.0,0.0,6.0,100.0,0.0,33.333.333,0.0,0.0,Mar,,2.0,4.0,6.0,Returning_Visitor,1.0,0.0
6794.0,3.0,52.4,0.0,0.0,25.0,3.242.666.667,0.0,32.692.308,0.0,0.0,Sep,,2.0,1.0,5.0,Returning_Visitor,0.0,0.0
6795.0,1.0,2.953.333.333,0.0,0.0,22.0,8.147.093.938.999.990,4,21.333.333,1.492.784.091,0.0,Nov,,2.0,1.0,2.0,Returning_Visitor,0.0,0.0
6796.0,0.0,0.0,0.0,,1.0,0.0,0.2,0.2,0.0,0.0,Mar,2.0,2.0,1.0,1.0,Returning_Visitor,0.0,0.0
6797.0,2.0,24.0,0.0,0.0,37.0,1.391.105.556,,1.505.848,0.0,0.0,Sep,1.0,1.0,2.0,2.0,Returning_Visitor,0.0,0.0
6798.0,0.0,0.0,0.0,0.0,2.0,64.0,0.0,0.1,0.0,0.0,Feb,,2.0,1.0,2.0,Returning_Visitor,0.0,0.0
6799.0,0.0,0.0,0.0,0.0,23.0,46.226.785.710.000.000,0.0,4.347.826,0.0,0.0,Nov,,1.0,1.0,10.0,Returning_Visitor,1.0,0.0
6800.0,1.0,14.2,2.0,133.0,13.0,8.257.990.476,0.04,41.666.667,148.397.824,0.0,Nov,,2.0,4.0,2.0,Returning_Visitor,0.0,0.0
6801.0,0.0,0.0,0.0,0.0,10.0,6.776.666.667.000.000,0.0,22.222.222.000.000.000,0.0,0.0,Dec,,1.0,3.0,2.0,New_Visitor,0.0,0.0
6802.0,0.0,0.0,0.0,0.0,3.0,60.0,0.0,66.666.667,0.0,0.0,Dec,,1.0,7.0,2.0,Other,0.0,0.0
6803.0,1.0,16.0,0.0,0.0,7.0,136.0,0.0,952.381,0.0,0.0,May,,10.0,3.0,2.0,Returning_Visitor,0.0,0.0
6804.0,0.0,0.0,0.0,0.0,7.0,1.264.833.333,73.376.623,7.560.439.599.999.990,0.0,0.0,Dec,,2.0,1.0,13.0,Returning_Visitor,0.0,0.0
6805.0,8.0,8.891.666.667.000.000,0.0,0.0,137.0,5.588.185.426,729.167,26.320.008,6.898.232.461,0.0,Nov,,2.0,1.0,3.0,Returning_Visitor,0.0,1.0
6806.0,2.0,37.0,0.0,0.0,28.0,2.778.333.333,7.142.857,,55.692.857.139.999.900,0.0,May,2.0,2.0,2.0,11.0,Returning_Visitor,1.0,0.0
6807.0,0.0,0.0,0.0,0.0,2.0,22.0,0.05,66.666.667,0.0,0.0,Dec,,2.0,7.0,20.0,Returning_Visitor,0.0,0.0
6808.0,,75.0,0.0,0.0,9.0,349.0,0.0,0.01,0.0,0.0,Dec,,4.0,3.0,8.0,Returning_Visitor,0.0,0.0
6809.0,0.0,0.0,0.0,0.0,4.0,56.5,0.05,0.1,0.0,0.4,May,1.0,1.0,1.0,3.0,Returning_Visitor,0.0,0.0
6810.0,,57.0,0.0,0.0,7.0,591.0,6.666.666.999.999.990,33.333.333,0.0,0.0,Mar,,2.0,6.0,6.0,Returning_Visitor,1.0,0.0
6811.0,0.0,0.0,0.0,0.0,29.0,4.388.666.667,0.0,20.689.655,0.0,0.0,Mar,,2.0,3.0,1.0,Returning_Visitor,1.0,0.0
6812.0,0.0,0.0,0.0,,5.0,19.0,0.0,0.08,0.0,0.6,May,2.0,2.0,1.0,3.0,Returning_Visitor,0.0,0.0
6813.0,0.0,0.0,0.0,0.0,25.0,6.103.095.238,0.0,39,0.0,0.0,Nov,,2.0,3.0,2.0,Returning_Visitor,0.0,0.0
6814.0,0.0,0.0,0.0,0.0,10.0,127.5,0.0,0.02,0.0,0.0,Mar,,2.0,1.0,10.0,Returning_Visitor,0.0,0.0
6815.0,0.0,0.0,0.0,0.0,6.0,111.75,,66.666.667,0.0,0.0,Dec,,2.0,1.0,2.0,Returning_Visitor,0.0,0.0
6816.0,2.0,45.0,2.0,,47.0,1.541.327.451,653.595,23.288.614,0.0,0.8,May,,3.0,8.0,4.0,Returning_Visitor,0.0,0.0
6817.0,,0.0,0.0,0.0,37.0,456.15,121.621.622,13.189.189.199.999.900,0.0,0.0,Jul,,2.0,1.0,3.0,Returning_Visitor,1.0,0.0
6818.0,3.0,83.0,4.0,220.25,106.0,2.974.734.799,5.165.165,2.044.187,1.903.391.341,0.0,Nov,,2.0,7.0,2.0,Returning_Visitor,0.0,1.0
6819.0,0.0,0.0,1.0,36.5,17.0,318.25,11.111.111.000.000.000,0.05,1.796.069.044,0.0,Nov,,5.0,1.0,1.0,Returning_Visitor,1.0,1.0
6820.0,4.0,48.5,0.0,0.0,7.0,31.5,,26.666.667,0.0,0.0,Dec,2.0,2.0,1.0,2.0,Returning_Visitor,0.0,0.0
6821.0,2.0,40.5,0.0,0.0,133.0,4.815.701.606.000.000,3.731.343,11.738.458,8.969.447.973,0.0,Nov,,2.0,3.0,1.0,Returning_Visitor,0.0,1.0
6822.0,0.0,0.0,0.0,,18.0,4293.4,,64.705.882,0.0,0.0,Nov,,2.0,3.0,1.0,Returning_Visitor,0.0,0.0
6823.0,0.0,0.0,0.0,,8.0,5.0,0.15,175,0.0,0.4,May,,2.0,1.0,11.0,Returning_Visitor,0.0,0.0
6824.0,2.0,2.666.666.667,0.0,,159.0,1.905.652.754,4.113.924.000.000.000,13.428.813,1.475.911.588,0.0,May,2.0,2.0,5.0,2.0,Returning_Visitor,0.0,0.0
6825.0,,229.0,0.0,0.0,27.0,7.607.708.332.999.990,11.764.706.000.000.000,,412.169.154,0.0,Nov,,2.0,3.0,10.0,Returning_Visitor,0.0,1.0
6826.0,0.0,0.0,0.0,0.0,7.0,495.0,0.0,952.381,0.0,0.0,Mar,,1.0,3.0,2.0,Returning_Visitor,0.0,0.0
6827.0,1.0,0.0,2.0,23.75,193.0,6.784.671.131,4.931.973,21.157.516,0.0,0.0,Nov,,2.0,7.0,2.0,Returning_Visitor,1.0,1.0
6828.0,1.0,5.0,0.0,0.0,21.0,4.110.833.333,15.789.473.999.999.900,16.140.351,0.0,0.0,Nov,,2.0,7.0,3.0,Returning_Visitor,0.0,0.0
6829.0,0.0,0.0,0.0,0.0,21.0,1.146.333.333,0.0,12.962.963,0.0,0.8,Feb,,2.0,1.0,3.0,Returning_Visitor,0.0,0.0
6830.0,8.0,3.085.859.649,0.0,0.0,67.0,1.784.755.219,35.211.300.000.000.000,,384.720.286,0.0,Sep,,2.0,1.0,2.0,Returning_Visitor,0.0,0.0
6831.0,1.0,59.5,0.0,,20.0,6.461.666.667.000.000,0.0,25.333.333,0.0,0.0,Dec,,2.0,9.0,3.0,Returning_Visitor,0.0,0.0
6832.0,2.0,223.75,3.0,,51.0,2.159.004.167,13.684.211.000.000.000,37.347.156,1.022.993.737,0.0,Nov,,1.0,1.0,2.0,Returning_Visitor,0.0,0.0
6833.0,3.0,289.0,0.0,,5.0,708.25,0.0,25,0.0,0.0,Nov,,3.0,1.0,10.0,Returning_Visitor,0.0,0.0
6834.0,3.0,199.0,0.0,0.0,34.0,1.425.566.667,0.0,8.823.529,0.0,0.0,Nov,,2.0,9.0,2.0,New_Visitor,0.0,1.0
6835.0,0.0,0.0,0.0,,5.0,2.705.833.333,0.04,0.07,0.0,0.0,Dec,1.0,1.0,5.0,8.0,Returning_Visitor,1.0,0.0
6836.0,0.0,0.0,0.0,,2.0,19.0,0.0,0.1,0.0,0.0,Mar,2.0,2.0,1.0,3.0,Returning_Visitor,0.0,0.0
6837.0,0.0,0.0,1.0,,49.0,5.748.333.332.999.990,0.0,12,0.0,0.0,Mar,,2.0,2.0,10.0,Returning_Visitor,0.0,0.0
6838.0,0.0,0.0,0.0,0.0,7.0,15.141.666.669.999.900,0.0,11.111.111.000.000.000,0.0,0.0,Dec,,13.0,9.0,20.0,Other,0.0,0.0
6839.0,2.0,125.0,0.0,0.0,7.0,49.0,25,75,0.0,0.0,May,,1.0,8.0,1.0,Returning_Visitor,0.0,0.0
6840.0,2.0,34.0,0.0,0.0,21.0,521.5,18.181.818,21.212.121,0.0,0.0,Mar,,2.0,5.0,1.0,Returning_Visitor,1.0,0.0
6841.0,3.0,92.3,3.0,68.2,4.0,81.7,0.0,3.125,0.0,0.0,Jul,1.0,2.0,1.0,4.0,Returning_Visitor,0.0,0.0
6842.0,0.0,0.0,0.0,0.0,18.0,521.5,22.222.222.000.000.000,6.333.333.299.999.990,0.0,0.0,May,,2.0,6.0,6.0,Returning_Visitor,0.0,0.0
6843.0,1.0,6.4,0.0,0.0,13.0,135.0,0.0,5.555.556,0.0,0.0,May,,2.0,3.0,4.0,Returning_Visitor,1.0,0.0
6844.0,2.0,66.5,0.0,,5.0,118.5,0.0,42.857.143,0.0,0.0,June,,2.0,7.0,2.0,Returning_Visitor,0.0,0.0
6845.0,0.0,0.0,0.0,,9.0,436.0,0.0,25,681.974.018,0.0,Dec,,2.0,2.0,2.0,New_Visitor,0.0,1.0
6846.0,8.0,139.2,0.0,,49.0,3.346.969.048,0.0,8.471.594,125.740.183,0.0,Nov,,6.0,1.0,2.0,Returning_Visitor,0.0,0.0
6847.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.1,0.0,0.0,Mar,,2.0,2.0,10.0,Returning_Visitor,0.0,0.0
6848.0,0.0,0.0,0.0,,7.0,159.2,85.714.286,128.571.429,0.0,0.0,Aug,,3.0,3.0,1.0,Returning_Visitor,1.0,0.0
6849.0,6.0,60.0,0.0,0.0,4.0,34.0,0.0,33.333.333,0.0,0.0,May,2.0,2.0,9.0,5.0,New_Visitor,0.0,0.0
6850.0,1.0,21.0,1.0,61.0,49.0,1.647.152.381,0.0,8,1.443.934.888,0.0,Mar,,2.0,7.0,2.0,Returning_Visitor,1.0,1.0
6851.0,,0.0,0.0,,11.0,303.5,0.0,12.121.212,0.0,0.0,Nov,,2.0,1.0,2.0,Returning_Visitor,0.0,0.0
6852.0,0.0,0.0,0.0,0.0,13.0,334.75,0.0,30.769.231,0.0,0.0,Nov,,2.0,1.0,2.0,Returning_Visitor,0.0,0.0
6853.0,1.0,4.0,0.0,,18.0,6.316.666.667.000.000,0.0,,5.632.466.667,0.0,May,,2.0,1.0,3.0,Returning_Visitor,0.0,1.0
6854.0,0.0,0.0,0.0,0.0,22.0,892.0,0.0,952.381,1.051.809.524,0.0,May,,2.0,7.0,4.0,Returning_Visitor,1.0,1.0
6855.0,7.0,2720.5,3.0,,68.0,5.943.547.619,32.236.842,38.623.482,0.0,0.0,Jul,3.0,2.0,1.0,13.0,Returning_Visitor,0.0,0.0
6856.0,2.0,113.0,2.0,501.0,14.0,381.75,,35.294.118,0.0,0.0,Dec,,10.0,2.0,2.0,Returning_Visitor,0.0,0.0
